ID,primaryTitle,startYear,averageRating,numVotes,tconst
2428,Elf,2003,7.1,331920,tt0319343
2429,The Lobster,2015,7.1,322807,tt3464902
2430,Don't Breathe,2016,7.1,321802,tt4160708
2431,Blade,1998,7.1,321389,tt0120611
2432,Forgetting Sarah Marshall,2008,7.1,314528,tt0800039
2433,Mrs. Doubtfire,1993,7.1,307419,tt0107614
2434,Dredd,2012,7.1,307260,tt1343727
2435,The Intern,2015,7.1,299792,tt2361509
2436,Phone Booth,2002,7.1,296809,tt0183649
2437,War Dogs,2016,7.1,284073,tt2005151
2438,Seven Psychopaths,2012,7.1,283347,tt1931533
2439,Vicky Cristina Barcelona,2008,7.1,276823,tt0497465
2440,The Invisible Man,2020,7.1,275029,tt1051906
2441,Dirty Dancing,1987,7.1,272780,tt0092890
2442,Valkyrie,2008,7.1,269392,tt0985699
2443,Alien: Romulus,2024,7.1,263439,tt18412256
2444,Cube,1997,7.1,257136,tt0123755
2445,Prey,2022,7.1,256346,tt11866324
2446,The Fountain,2006,7.1,254719,tt0414993
2447,Ghost,1990,7.1,249858,tt0099653
2448,Closer,2004,7.1,246530,tt0376541
2449,The Croods,2013,7.1,245400,tt0481499
2450,Everest,2015,7.1,242419,tt2719848
2451,Shakespeare in Love,1998,7.1,239892,tt0138097
2452,Rocky Balboa,2006,7.1,239151,tt0479143
2453,The Ides of March,2011,7.1,236343,tt1124035
2454,Basic Instinct,1992,7.1,235661,tt0103772
2455,Coming to America,1988,7.1,234712,tt0094898
2456,Wrath of Man,2021,7.1,229237,tt11083552
2457,Enchanted,2007,7.1,225710,tt0461770
2458,American Made,2017,7.1,224738,tt3532216
2459,Chicken Run,2000,7.1,220879,tt0120630
2460,Spaceballs,1987,7.1,220252,tt0094012
2461,Kung Fu Panda 3,2016,7.1,208439,tt2267968
2462,Sing,2016,7.1,205946,tt3470600
2463,Desperado,1995,7.1,205028,tt0112851
2464,The Danish Girl,2015,7.1,204422,tt0810819
2465,Melancholia,2011,7.1,204157,tt1527186
2466,Side Effects,2013,7.1,202434,tt2053463
2467,Babylon,2022,7.1,197685,tt10640346
2468,About a Boy,2002,7.1,197173,tt0276751
2469,Talk to Me,2022,7.1,195882,tt10638522
2470,The Master,2012,7.1,194467,tt1560747
2471,Deepwater Horizon,2016,7.1,193846,tt1860357
2472,Three Kings,1999,7.1,185253,tt0120188
2473,Sicario: Day of the Soldado,2018,7.1,183141,tt5052474
2474,"Definitely, Maybe",2008,7.1,179490,tt0832266
2475,Allied,2016,7.1,176986,tt3640424
2476,Four Weddings and a Funeral,1994,7.1,176013,tt0109831
2477,Bad Times at the El Royale,2018,7.1,174753,tt6628394
2478,Spy Game,2001,7.1,173504,tt0266987
2479,Escape from New York,1981,7.1,167685,tt0082340
2480,Locke,2013,7.1,165826,tt2692904
2481,Creed II,2018,7.1,165116,tt6343314
2482,State of Play,2009,7.1,164672,tt0473705
2483,Brothers,2009,7.1,164480,tt0765010
2484,"Love, Rosie",2014,7.1,164454,tt1638002
2485,The Devil All the Time,2020,7.1,163762,tt7395114
2486,Seven Years in Tibet,1997,7.1,163417,tt0120102
2487,The Time Traveler's Wife,2009,7.1,163288,tt0452694
2488,The French Dispatch,2021,7.1,161686,tt8847712
2489,Remember Me,2010,7.1,160524,tt1403981
2490,Defiance,2008,7.1,159345,tt1034303
2491,Never Let Me Go,2010,7.1,157631,tt1334260
2492,Winter's Bone,2010,7.1,155333,tt1399683
2493,Margin Call,2011,7.1,155057,tt1615147
2494,Payback,1999,7.1,150959,tt0120784
2495,It's Kind of a Funny Story,2010,7.1,150945,tt0804497
2496,Licorice Pizza,2021,7.1,150830,tt11271038
2497,John Q,2002,7.1,150469,tt0251160
2498,Wild,2014,7.1,144044,tt2305051
2499,Black Mirror: Bandersnatch,2018,7.1,141845,tt9495224
2500,The Host,2006,7.1,140003,tt0468492
2501,The Dreamers,2003,7.1,139072,tt0309987
2502,T2 Trainspotting,2017,7.1,138712,tt2763304
2503,Booksmart,2019,7.1,137217,tt1489887
2504,Carnage,2011,7.1,136631,tt1692486
2505,Bone Tomahawk,2015,7.1,134136,tt2494362
2506,Flags of Our Fathers,2006,7.1,132711,tt0418689
2507,Let Me In,2010,7.1,131362,tt1228987
2508,Gran Turismo,2023,7.1,127213,tt4495098
2509,The Unforgivable,2021,7.1,125012,tt11233960
2510,Heathers,1988,7.1,123807,tt0097493
2511,The Jacket,2005,7.1,122763,tt0366627
2512,Fast Times at Ridgemont High,1982,7.1,122132,tt0083929
2513,The Aristocats,1970,7.1,121594,tt0065421
2514,Dogtooth,2009,7.1,118664,tt1379182
2515,WarGames,1983,7.1,117949,tt0086567
2516,Runaway Jury,2003,7.1,117672,tt0313542
2517,Uncle Buck,1989,7.1,116002,tt0098554
2518,Brick,2005,7.1,112793,tt0393109
2519,A Real Pain,2024,7.1,111863,tt21823606
2520,The Sword in the Stone,1963,7.1,111663,tt0057546
2521,Broken Flowers,2005,7.1,109138,tt0412019
2522,Concussion,2015,7.1,103487,tt3322364
2523,West Side Story,2021,7.1,103396,tt3581652
2524,Tommy Boy,1995,7.1,102696,tt0114694
2525,Elephant,2003,7.1,101797,tt0363589
2526,The Girl Who Played with Fire,2009,7.1,100622,tt1216487
2527,The Frighteners,1996,7.1,99736,tt0116365
2528,The Muppets,2011,7.1,99501,tt1204342
2529,Audition,1999,7.1,96008,tt0235198
2530,Half Nelson,2006,7.1,94468,tt0468489
2531,Cashback,2006,7.1,93480,tt0460740
2532,Little Shop of Horrors,1986,7.1,91809,tt0091419
2533,Wag the Dog,1997,7.1,91585,tt0120885
2534,Out of Africa,1985,7.1,90274,tt0089755
2535,The Dig,2021,7.1,87090,tt3661210
2536,The Kings of Summer,2013,7.1,86657,tt2179116
2537,In the Mouth of Madness,1994,7.1,84941,tt0113409
2538,Ever After: A Cinderella Story,1998,7.1,84650,tt0120631
2539,Blue Ruin,2013,7.1,84360,tt2359024
2540,Gridiron Gang,2006,7.1,82913,tt0421206
2541,Brawl in Cell Block 99,2017,7.1,81285,tt5657856
2542,The Square,2017,7.1,81160,tt4995790
2543,The King of Staten Island,2020,7.1,80467,tt9686708
2544,Ong-Bak: The Thai Warrior,2003,7.1,80400,tt0368909
2545,Whatever Works,2009,7.1,78434,tt1178663
2546,Invincible,2006,7.0,77990,tt0445990
2547,Day of the Dead,1985,7.1,77934,tt0088993
2548,What About Bob?,1991,7.0,77395,tt0103241
2549,Werewolf by Night,2022,7.1,76934,tt15318872
2550,That Thing You Do!,1996,7.0,76795,tt0117887
2551,In the Valley of Elah,2007,7.1,76708,tt0478134
2552,The Tinder Swindler,2022,7.1,76195,tt14992922
2553,District B13,2004,7.1,76177,tt0414852
2554,Re-Animator,1985,7.1,75844,tt0089885
2555,The Dark Crystal,1982,7.1,75297,tt0083791
2556,Agora,2009,7.1,75181,tt1186830
2557,Brotherhood of the Wolf,2001,7.0,75034,tt0237534
2558,Soylent Green,1973,7.0,73658,tt0070723
2559,Elle,2016,7.1,73490,tt3716530
2560,God Bless America,2011,7.1,73465,tt1912398
2561,Timecrimes,2007,7.1,72940,tt0480669
2562,A Tale of Two Sisters,2003,7.1,72174,tt0365376
2563,Arthur Christmas,2011,7.1,70894,tt1430607
2564,Kalki 2898 AD,2024,7.0,70417,tt12735488
2565,Jackass 3D,2010,7.0,70208,tt1116184
2566,The Cat Returns,2002,7.1,69947,tt0347618
2567,Coffee and Cigarettes,2003,7.0,69637,tt0379217
2568,Chariots of Fire,1981,7.1,69499,tt0082158
2569,The Dressmaker,2015,7.0,69387,tt2910904
2570,Missing,2023,7.1,69239,tt10855768
2571,Leave No Trace,2018,7.1,68970,tt3892172
2572,Enough Said,2013,7.0,68331,tt2390361
2573,The White Tiger,2021,7.1,68088,tt6571548
2574,A Goofy Movie,1995,7.0,67755,tt0113198
2575,The Upside,2017,7.1,67731,tt1987680
2576,Alive,1993,7.1,67720,tt0106246
2577,The Jerk,1979,7.1,67283,tt0079367
2578,Becoming Jane,2007,7.0,67213,tt0416508
2579,Breakdown,1997,7.0,66969,tt0118771
2580,Don't Look Now,1973,7.1,66910,tt0069995
2581,Robot & Frank,2012,7.0,66803,tt1990314
2582,We Are Marshall,2006,7.1,66773,tt0758794
2583,Perfect Sense,2011,7.0,66128,tt1439572
2584,First Reformed,2017,7.1,65896,tt6053438
2585,An Officer and a Gentleman,1982,7.1,65877,tt0084434
2586,Everybody's Fine,2009,7.1,65586,tt0780511
2587,Sneakers,1992,7.1,65352,tt0105435
2588,The Devil's Double,2011,7.0,64886,tt1270262
2589,Benny & Joon,1993,7.1,64274,tt0106387
2590,Breach,2007,7.0,63334,tt0401997
2591,The Sea Beast,2022,7.0,63216,tt9288046
2592,The Apprentice,2024,7.1,63121,tt8368368
2593,Ip Man 3,2015,7.0,63106,tt2888046
2594,Bull Durham,1988,7.0,62615,tt0094812
2595,Pee-wee's Big Adventure,1985,7.1,62462,tt0089791
2596,We Live in Time,2024,7.0,61626,tt27131358
2597,Smokey and the Bandit,1977,7.0,60923,tt0076729
2598,Don 2,2011,7.1,60475,tt1285241
2599,Lords of Dogtown,2005,7.1,60052,tt0355702
2600,Strange Darling,2023,7.0,60035,tt22375054
2601,The Pink Panther,1963,7.0,59979,tt0057413
2602,"Red, White & Royal Blue",2023,7.0,59550,tt10172266
2603,Final Fantasy VII: Advent Children,2005,7.1,59196,tt0385700
2604,The Dirt,2019,7.0,59057,tt0800325
2605,Colonia,2015,7.0,58928,tt4005402
2606,The Adventures of Baron Munchausen,1988,7.1,58919,tt0096764
2607,Pieces of a Woman,2020,7.0,58866,tt11161474
2608,Boiler Room,2000,7.0,58784,tt0181984
2609,Can You Ever Forgive Me?,2018,7.1,57932,tt4595882
2610,Hard Eight,1996,7.1,57526,tt0119256
2611,The Great Mouse Detective,1986,7.1,57396,tt0091149
2612,Parenthood,1989,7.1,57383,tt0098067
2613,Marnie,1964,7.1,56634,tt0058329
2614,Marighella,2019,7.1,56613,tt7825208
2615,Sultan,2016,7.1,56296,tt4832640
2616,Far from the Madding Crowd,2015,7.1,56266,tt2935476
2617,Away We Go,2009,7.0,56225,tt1176740
2618,Grumpy Old Men,1993,7.0,56164,tt0107050
2619,Win Win,2011,7.1,55989,tt1606392
2620,Starman,1984,7.0,55616,tt0088172
2621,Soul Surfer,2011,7.0,54929,tt1596346
2622,If Beale Street Could Talk,2018,7.1,54300,tt7125860
2623,Homeward Bound: The Incredible Journey,1993,7.0,54101,tt0107131
2624,Dressed to Kill,1980,7.1,53963,tt0080661
2625,Kill the Irishman,2011,7.0,53863,tt1416801
2626,Kon-Tiki,2012,7.1,53679,tt1613750
2627,Thirst,2009,7.1,53537,tt0762073
2628,Chitty Chitty Bang Bang,1968,7.0,53439,tt0062803
2629,Black Christmas,1974,7.1,53388,tt0071222
2630,No Way Out,1987,7.1,52908,tt0093640
2631,Pawn Sacrifice,2014,7.0,52895,tt1596345
2632,Gomorrah,2008,7.0,52550,tt0929425
2633,Look Who's Back,2015,7.0,52549,tt4176826
2634,The Poseidon Adventure,1972,7.1,52489,tt0069113
2635,Better Off Dead,1985,7.1,52263,tt0088794
2636,The Peanuts Movie,2015,7.0,52175,tt2452042
2637,Kinsey,2004,7.0,52097,tt0362269
2638,Shutter,2004,7.0,52051,tt0440803
2639,11:14,2003,7.1,51689,tt0331811
2640,American Animals,2018,7.0,51634,tt6212478
2641,Bad Lieutenant,1992,7.0,51104,tt0103759
2642,The Towering Inferno,1974,7.0,51014,tt0072308
2643,Waitress,2007,7.0,50624,tt0473308
2644,Balto,1995,7.1,50613,tt0112453
2645,Holy Motors,2012,7.0,50533,tt2076220
2646,Casualties of War,1989,7.1,50528,tt0097027
2647,The Call,2020,7.1,49967,tt10530176
2648,Che: Part One,2008,7.1,49187,tt0892255
2649,Million Dollar Arm,2014,7.0,48900,tt1647668
2650,American Honey,2016,7.0,48832,tt3721936
2651,The Goat Life,2024,7.1,48668,tt5525650
2652,The Zookeeper's Wife,2017,7.0,48541,tt1730768
2653,Brimstone,2016,7.0,47897,tt1895315
2654,Serial Bad Weddings,2014,7.0,47304,tt2800240
2655,Curse of the Golden Flower,2006,7.0,46946,tt0473444
2656,Hang 'Em High,1968,7.0,46803,tt0061747
2657,Welcome to the Sticks,2008,7.1,46713,tt1064932
2658,Behind the Candelabra,2013,7.0,46697,tt1291580
2659,The One I Love,2014,7.0,45944,tt2756032
2660,Sleeper,1973,7.1,45938,tt0070707
2661,Gentlemen Prefer Blondes,1953,7.1,45905,tt0045810
2662,Abominable,2019,7.0,45517,tt6324278
2663,Bad Education,2019,7.1,45266,tt8206668
2664,Two Lovers,2008,7.0,45142,tt1103275
2665,The Seven Year Itch,1955,7.0,45032,tt0048605
2666,People Like Us,2012,7.0,44737,tt1716777
2667,Narc,2002,7.1,44645,tt0272207
2668,The Big Chill,1983,7.1,44409,tt0085244
2669,Mighty Aphrodite,1995,7.0,44229,tt0113819
2670,Catfish,2010,7.1,44201,tt1584016
2671,The Railway Man,2013,7.1,43965,tt2058107
2672,Kabir Singh,2019,7.0,43932,tt8983202
2673,Ron's Gone Wrong,2021,7.1,43824,tt7504818
2674,The 100 Year-Old Man Who Climbed Out the Window and Disappeared,2013,7.0,43719,tt2113681
2675,Leo,2023,7.0,43696,tt5755238
2676,Nyad,2023,7.1,43619,tt5302918
2677,Bobby,2006,7.0,43575,tt0308055
2678,Chopper,2000,7.1,43535,tt0221073
2679,The Way of the Dragon,1972,7.1,43521,tt0068935
2680,Main Hoon Na,2004,7.1,43218,tt0347473
2681,The Trouble with Harry,1955,7.0,43213,tt0048750
2682,Race,2016,7.1,43175,tt3499096
2683,Fantasia 2000,1999,7.1,43155,tt0120910
2684,Henry: Portrait of a Serial Killer,1986,7.0,43121,tt0099763
2685,The Changeling,1980,7.1,43000,tt0080516
2686,The Tragedy of Macbeth,2021,7.1,42777,tt10095582
2687,The Believer,2001,7.1,42751,tt0247199
2688,Bedknobs and Broomsticks,1971,7.1,42414,tt0066817
2689,Jailer,2023,7.1,42369,tt11663228
2690,The Accused,1988,7.1,42156,tt0094608
2691,Happy-Go-Lucky,2008,7.0,42090,tt1045670
2692,Madgaon Express,2024,7.0,41506,tt26745657
2693,Tangerine,2015,7.1,41413,tt3824458
2694,On the Basis of Sex,2018,7.1,41376,tt4669788
2695,Nothing But the Truth,2008,7.1,41086,tt1073241
2696,JCVD,2008,7.0,41086,tt1130988
2697,The Burial,2023,7.1,40961,tt5648882
2698,Red Rocket,2021,7.1,40909,tt13453006
2699,The War of the Worlds,1953,7.0,40574,tt0046534
2700,99 Homes,2014,7.1,40486,tt2891174
2701,Nowhere Boy,2009,7.1,40371,tt1266029
2702,The Fallout,2021,7.0,40302,tt11847410
2703,Rumble Fish,1983,7.1,40256,tt0086216
2704,Wicked Little Letters,2023,7.0,40179,tt20234774
2705,The Glass Castle,2017,7.1,40105,tt2378507
2706,The Protector,2005,7.0,40069,tt0427954
2707,Sex and Lucía,2001,7.0,40015,tt0254455
2708,The Visitors,1993,7.0,39983,tt0108500
2709,Cleopatra,1963,7.0,39862,tt0056937
2710,The Forgotten Battle,2020,7.1,39727,tt10521092
2711,Shiva Baby,2020,7.1,39703,tt11317142
2712,The Savages,2007,7.1,39427,tt0775529
2713,Ip Man 4: The Finale,2019,7.0,39424,tt2076298
2714,The Merchant of Venice,2004,7.0,39423,tt0379889
2715,Padmaavat,2018,7.1,39380,tt5935704
2716,Shattered Glass,2003,7.1,39349,tt0323944
2717,Parallel Mothers,2021,7.1,39165,tt12618926
2718,An American in Paris,1951,7.1,38517,tt0043278
2719,La Bamba,1987,7.0,38457,tt0093378
2720,Loving,2016,7.0,38076,tt4669986
2721,Frequently Asked Questions About Time Travel,2009,7.0,37972,tt0910554
2722,The Messenger,2009,7.1,37858,tt0790712
2723,Find Me Guilty,2006,7.0,37448,tt0419749
2724,In the Fade,2017,7.1,37035,tt5723272
2725,Angel-A,2005,7.0,36828,tt0473753
2726,Some Kind of Wonderful,1987,7.0,36746,tt0094006
2727,The Whistleblower,2010,7.1,36685,tt0896872
2728,Border,2018,7.0,36547,tt5501104
2729,Adam,2009,7.1,36496,tt1185836
2730,The Brand New Testament,2015,7.1,36491,tt3792960
2731,Queen & Slim,2019,7.1,36407,tt8722346
2732,Fanaa,2006,7.1,36395,tt0439662
2733,The Woodsman,2004,7.1,36305,tt0361127
2734,Sid and Nancy,1986,7.0,36244,tt0091954
2735,45 Years,2015,7.1,36166,tt3544082
2736,Aashiqui 2,2013,7.1,36147,tt2203308
2737,Mohabbatein,2000,7.1,35996,tt0213890
2738,Arthur the King,2024,7.0,35994,tt10720352
2739,Beautiful Girls,1996,7.1,35829,tt0115639
2740,Chasing Mavericks,2012,7.1,35688,tt1629757
2741,The Thing from Another World,1951,7.0,35651,tt0044121
2742,8 Women,2002,7.0,35539,tt0283832
2743,Mrs. Harris Goes to Paris,2022,7.1,35483,tt5151570
2744,Now Is Good,2012,7.0,35446,tt1937264
2745,Michael Collins,1996,7.1,35413,tt0117039
2746,One Night in Miami...,2020,7.1,35406,tt10612922
2747,White Oleander,2002,7.1,35308,tt0283139
2748,The Fearless Vampire Killers,1967,7.0,35307,tt0061655
2749,An Unfinished Life,2005,7.0,35184,tt0350261
2750,Julieta,2016,7.1,34995,tt4326444
2751,Funny Face,1957,7.0,34814,tt0050419
2752,If Only,2004,7.0,34775,tt0332136
2753,Danny Collins,2015,7.0,34372,tt1772288
2754,Mean Creek,2004,7.1,34336,tt0377091
2755,Dragon: The Bruce Lee Story,1993,7.0,34323,tt0106770
2756,The Naked Gun,2025,7.0,34170,tt3402138
2757,Nixon,1995,7.0,34014,tt0113987
2758,Priceless,2006,7.0,33917,tt0482088
2759,Tie Me Up! Tie Me Down!,1989,7.0,33766,tt0101026
2760,The Pink Panther Strikes Again,1976,7.1,33658,tt0075066
2761,The Bounty,1984,7.1,33523,tt0086993
2762,Son of Rambow,2007,7.0,33472,tt0845046
2763,An Action Hero,2022,7.0,33303,tt15600222
2764,Miss Potter,2006,7.0,33228,tt0482546
2765,The Legend Is Born: Ip Man,2010,7.0,33088,tt1641638
2766,The Salton Sea,2002,7.0,32990,tt0235737
2767,Two Mules for Sister Sara,1970,7.0,32773,tt0065134
2768,The Boys from Brazil,1978,7.0,32730,tt0077269
2769,Tracks,2013,7.1,32607,tt2167266
2770,Klute,1971,7.1,32420,tt0067309
2771,Juice,1992,7.0,32303,tt0104573
2772,Mosul,2019,7.1,32261,tt9252468
2773,The Mummy,1932,7.0,32176,tt0023245
2774,Ruby & Quentin,2003,7.1,31910,tt0310203
2775,Micmacs,2009,7.1,31826,tt1149361
2776,Matilda: The Musical,2022,7.0,31756,tt3447590
2777,Kundun,1997,7.0,31542,tt0119485
2778,The Return of the Pink Panther,1975,7.0,31524,tt0072081
2779,Thunderbolt and Lightfoot,1974,7.0,31468,tt0072288
2780,Dragon Ball Z: Battle of Gods,2013,7.1,31284,tt2263944
2781,Runway 34,2022,7.0,31261,tt11460992
2782,Goodbye Christopher Robin,2017,7.1,31046,tt1653665
2783,A Brilliant Young Mind,2014,7.1,30972,tt3149038
2784,Heartbeats,2010,7.0,30873,tt1600524
2785,Miracles from Heaven,2016,7.1,30737,tt4257926
2786,The Quiet American,2002,7.0,30638,tt0258068
2787,Pollock,2000,7.0,30605,tt0183659
2788,Gorillas in the Mist,1988,7.0,30582,tt0095243
2789,In Order of Disappearance,2014,7.1,30389,tt2675914
2790,The World According to Garp,1982,7.1,30349,tt0084917
2791,Miss Pettigrew Lives for a Day,2008,7.0,30343,tt0970468
2792,Things We Lost in the Fire,2007,7.1,30333,tt0469623
2793,Beaches,1988,7.0,30218,tt0094715
2794,Carnival of Souls,1962,7.0,30093,tt0055830
2795,"The Gangster, the Cop, the Devil",2019,7.0,30077,tt10208198
2796,Rustom,2016,7.0,30054,tt5165344
2797,Fathers & Daughters,2015,7.0,29978,tt2582502
2798,Winnie the Pooh,2011,7.1,29938,tt1449283
2799,Suite Française,2014,7.0,29909,tt0900387
2800,Professor Marston & the Wonder Women,2017,7.0,29835,tt6133130
2801,Tenebrae,1982,7.0,29783,tt0084777
2802,Mandela: Long Walk to Freedom,2013,7.1,29773,tt2304771
2803,Megan Leavey,2017,7.1,29632,tt4899370
2804,Sep-05,2024,7.1,29629,tt28082769
2805,Alphaville,1965,7.0,29345,tt0058898
2806,Saboteur,1942,7.1,29166,tt0035279
2807,The Way We Were,1973,7.0,29085,tt0070903
2808,The Boys in the Boat,2023,7.0,28771,tt1856080
2809,Human Traffic,1999,7.1,28706,tt0188674
2810,The Innocents,2021,7.0,28569,tt4028464
2811,The Warlords,2007,7.0,28415,tt0913968
2812,The Little Death,2014,7.0,28365,tt2785032
2813,Gabbar Is Back,2015,7.0,28099,tt2424988
2814,Knox Goes Away,2023,7.0,28020,tt20115766
2815,The Angels' Share,2012,7.0,27851,tt1924394
2816,The Last Seduction,1994,7.0,27678,tt0110308
2817,Thappad,2020,7.0,27534,tt10964430
2818,Red Rock West,1993,7.0,27272,tt0105226
2819,Mansfield Park,1999,7.0,26998,tt0178737
2820,Rose Island,2020,7.0,26846,tt10287954
2821,Battle of Britain,1969,7.0,26024,tt0064072
2822,The House of the Spirits,1993,6.9,26024,tt0107151
2823,Supercop,1992,7.0,25886,tt0104558
2824,Dead Presidents,1995,6.9,25861,tt0112819
2825,Dil To Pagal Hai,1997,7.0,25852,tt0118983
2826,Welcome to the Rileys,2010,6.9,25753,tt1183923
2827,The Contender,2000,6.9,25752,tt0208874
2828,What We Did on Our Holiday,2014,6.9,25684,tt2725962
2829,Swimming with Sharks,1994,7.0,25636,tt0114594
2830,Exhuma,2024,6.9,25581,tt27802490
2831,Fearless,1993,7.0,25571,tt0106881
2832,The Great Hack,2019,7.0,25551,tt4736550
2833,Cemetery Man,1994,7.0,25394,tt0109592
2834,Thelma,2024,7.0,25385,tt23778968
2835,I Am Love,2009,7.0,25183,tt1226236
2836,Thor,2011,7.0,944062,tt0800369
2837,World War Z,2013,7.0,762260,tt0816711
2838,Prometheus,2012,7.0,683336,tt1446714
2839,Independence Day,1996,7.0,633930,tt0116629
2840,Oblivion,2013,7.0,576021,tt1483013
2841,Top Gun,1986,7.0,535945,tt0092099
2842,We're the Millers,2013,7.0,512170,tt1723121
2843,The Devil Wears Prada,2006,7.0,508915,tt0458352
2844,Jumanji: Welcome to the Jungle,2017,7.0,486586,tt2283362
2845,Passengers,2016,7.0,481031,tt1355644
2846,Ant-Man and the Wasp,2018,7.0,480157,tt5095030
2847,The Cabin in the Woods,2011,7.0,477624,tt1259521
2848,American Pie,1999,7.0,457216,tt0163651
2849,The Mask,1994,7.0,453819,tt0110475
2850,Cloverfield,2008,7.0,436898,tt1060277
2851,Easy A,2010,7.0,435257,tt1282140
2852,Fast & Furious 6,2013,7.0,432156,tt1905041
2853,22 Jump Street,2014,7.0,427625,tt2294449
2854,Shazam!,2019,7.0,405081,tt0448115
2855,The Italian Job,2003,7.0,401475,tt0317740
2856,Constantine,2005,7.0,397821,tt0360486
2857,Wedding Crashers,2005,7.0,390388,tt0396269
2858,Jack Reacher,2012,7.0,382878,tt0790724
2859,Super 8,2011,7.0,376035,tt1650062
2860,Meet the Parents,2000,7.0,371225,tt0212338
2861,Burn After Reading,2008,7.0,368130,tt0887883
2862,The Holiday,2006,7.0,351896,tt0457939
2863,The Witch,2015,7.0,337869,tt4263482
2864,RED,2010,7.0,334105,tt1245526
2865,Death Proof,2007,7.0,327217,tt1028528
2866,Rush Hour,1998,7.0,316973,tt0120812
2867,The Platform,2019,7.0,312517,tt8228288
2868,Hotel Transylvania,2012,7.0,302169,tt0837562
2869,Underworld,2003,7.0,295969,tt0320691
2870,Hellboy II: The Golden Army,2008,7.0,295081,tt0411477
2871,Happy Gilmore,1996,7.0,293428,tt0116483
2872,The Northman,2022,7.0,285761,tt11138512
2873,The Adjustment Bureau,2011,7.0,278677,tt1385826
2874,The Super Mario Bros. Movie,2023,7.0,275267,tt6718170
2875,Chronicle,2012,7.0,273091,tt1706593
2876,Orphan,2009,7.0,270655,tt1148204
2877,Spy,2015,7.0,270156,tt3079380
2878,Austin Powers: International Man of Mystery,1997,7.0,268127,tt0118655
2879,Star Trek Beyond,2016,7.0,266324,tt2660888
2880,Pitch Black,2000,7.0,260559,tt0134847
2881,Old School,2003,7.0,252892,tt0302886
2882,Rambo,2008,7.0,252837,tt0462499
2883,Napoleon Dynamite,2004,7.0,250115,tt0374900
2884,Civil War,2024,7.0,249938,tt17279496
2885,Saltburn,2023,7.0,249803,tt17351924
2886,Body of Lies,2008,7.0,246847,tt0758774
2887,Barbarian,2022,7.0,235890,tt15791034
2888,Ghostbusters: Afterlife,2021,7.0,235140,tt4513678
2889,Planet Terror,2007,7.0,229936,tt1077258
2890,P.S. I Love You,2007,7.0,223154,tt0431308
2891,"I Love You, Man",2009,7.0,222816,tt1155056
2892,Tinker Tailor Soldier Spy,2011,7.0,221838,tt1340800
2893,Jarhead,2005,7.0,218642,tt0418763
2894,Stargate,1994,7.0,214798,tt0111282
2895,A Knight's Tale,2001,7.0,213284,tt0183790
2896,Harold & Kumar Go to White Castle,2004,7.0,213028,tt0366551
2897,The Killing of a Sacred Deer,2017,7.0,206761,tt5715874
2898,Ralph Breaks the Internet,2018,7.0,198466,tt5848272
2899,The Addams Family,1991,7.0,194209,tt0101272
2900,Last Night in Soho,2021,7.0,193822,tt9639470
2901,Matilda,1996,7.0,188871,tt0117008
2902,Heretic,2024,7.0,183592,tt28015403
2903,The Gift,2015,7.0,181278,tt4178092
2904,The Hunchback of Notre Dame,1996,7.0,180039,tt0116583
2905,Wayne's World,1992,7.0,179010,tt0105793
2906,Nightmare Alley,2021,7.0,177116,tt7740496
2907,One Day,2011,7.0,176397,tt1563738
2908,Buried,2010,7.0,174088,tt1462758
2909,Logan Lucky,2017,7.0,173306,tt5439796
2910,Marley & Me,2008,7.0,173142,tt0822832
2911,The Unbearable Weight of Massive Talent,2022,7.0,173128,tt11291274
2912,Hard Candy,2005,7.0,172777,tt0424136
2913,The Drop,2014,7.0,167502,tt1600196
2914,Extraction II,2023,7.0,166783,tt12263384
2915,The Spectacular Now,2013,7.0,166528,tt1714206
2916,The Mule,2018,7.0,163611,tt7959026
2917,Challengers,2024,7.0,163349,tt16426418
2918,Bad Santa,2003,7.0,162311,tt0307987
2919,We Bought a Zoo,2011,7.0,157523,tt1389137
2920,A Serious Man,2009,7.0,155395,tt1019452
2921,Elemental,2023,7.0,154842,tt15789038
2922,Highlander,1986,7.0,154716,tt0091203
2923,9,2009,7.0,154175,tt0472033
2924,Foxcatcher,2014,7.0,153277,tt1100089
2925,Green Room,2015,7.0,149417,tt4062536
2926,Den of Thieves,2018,7.0,147882,tt1259528
2927,Pearl,2022,7.0,147414,tt18925334
2928,Bronson,2008,7.0,146165,tt1172570
2929,The Kids Are All Right,2010,7.0,136480,tt0842926
2930,The Kingdom,2007,7.0,135853,tt0431197
2931,To All the Boys I've Loved Before,2018,7.0,134985,tt3846674
2932,Late Night with the Devil,2023,7.0,133479,tt14966898
2933,Julie & Julia,2009,7.0,133411,tt1135503
2934,Sixteen Candles,1984,7.0,132890,tt0088128
2935,Mallrats,1995,7.0,132643,tt0113749
2936,The Foreigner,2017,7.0,129444,tt1615160
2937,Charlie Wilson's War,2007,7.0,129072,tt0472062
2938,Patch Adams,1998,6.9,127395,tt0129290
2939,Greyhound,2020,7.0,126703,tt6048922
2940,Demolition,2015,7.0,126118,tt1172049
2941,Scrooged,1988,6.9,124027,tt0096061
2942,Maverick,1994,7.0,123862,tt0110478
2943,Frankenweenie,2012,6.9,123188,tt1142977
2944,Water for Elephants,2011,6.9,122860,tt1067583
2945,The Spy Who Loved Me,1977,7.0,121440,tt0076752
